ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),Labelled energy consumption (kWh/year),CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Haier,10,-,-,-,289,-,-,-,-,-,No,-,Cold,-,China,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,HWF10AN**,HWF10AN**,AS/NZS 2040.1:2005/Amdt 3:2010,4.531639760757688,-,4.5,-,2e-05,-,0.749,-,"Cotton, 40℃, 1400rpm, No Auto Dose",-,"Australia,Fiji,New Zealand",-,-,138811,Approved,349.0,-,0.0,-,Drum,-,0.6045,-,-,-,2026-06-15,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,354.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1103
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Haier,10,-,-,-,289,-,-,-,-,-,No,-,Cold,-,China,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,HWF10ANB1,HWF10AN**,AS/NZS 2040.1:2005/Amdt 3:2010,4.531639760757688,-,4.5,-,2e-05,-,0.749,-,"Cotton, 40℃, 1400rpm, No Auto Dose",-,"Australia,Fiji,New Zealand",-,-,138811,Approved,349.0,-,0.0,-,Drum,-,0.6045,-,-,-,2026-06-15,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,354.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1103
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ELECTROLUX,10,-,-,-,224,-,-,-,-,-,No,-,Cold,-,Thailand,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EWF1041R9WB,,AS/NZS 2040.1:2005/Amdt 3:2010,5.165839486812847,-,5.0,-,0.0,-,1.96,-,"Energy Saver 40degC, 1400rpm, Off Autodose detergent, Off Autodose softener",-,"Australia,Fiji,New Zealand",0.474,-,138958,Approved,341.4,-,0.0,-,Drum,-,0.532,-,-,-,2026-06-15,,Single product class,Available,,http://www.electrolux.com.au,341.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1104
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,CHiQ,8,-,-,-,308,-,-,-,-,-,No,-,Cold,-,China,No,-,847.0,-,Drum,-,487.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WFL8T48W2,Front Load Drum-type Washing Machine,AS/NZS 2040.1:2005/Amdt 3:2010,4.0061989552309605,-,4.0,-,0.0,-,0.35,-,"Cotton, 40°C, 1400rpm",-,"Australia,Fiji,New Zealand",0.34,-,138841,Approved,228.6,-,0.0,-,Drum,-,0.5819,-,600.0,-,2026-06-08,,Single product class,Available,,https://www.chiq.com.au/,229.0,-,73.9,-,73.9,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1098
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,CHiQ,8,-,-,-,308,-,-,-,-,-,No,-,Cold,-,China,No,-,847.0,-,Drum,-,487.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WFL8PL48W1,Front Load Drum-type Washing Machine,AS/NZS 2040.1:2005/Amdt 3:2010,4.0061989552309605,-,4.0,-,0.0,-,0.35,-,"Cotton, 40°C, 1400rpm",-,"Australia,Fiji,New Zealand",0.34,-,138841,Approved,228.6,-,0.0,-,Drum,-,0.5819,-,600.0,-,2026-06-08,,Single product class,Available,,https://www.chiq.com.au/,229.0,-,73.9,-,73.9,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1098
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,CHiQ,8,-,-,-,308,-,-,-,-,-,No,-,Cold,-,China,No,-,847.0,-,Drum,-,487.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WFL8TOL52W,Front Load Drum-type Washing Machine,AS/NZS 2040.1:2005/Amdt 3:2010,4.0061989552309605,-,4.0,-,0.0,-,0.35,-,"Cotton, 40°C, 1400rpm",-,"Australia,Fiji,New Zealand",0.34,-,138841,Approved,228.6,-,0.0,-,Drum,-,0.5819,-,600.0,-,2026-06-08,,Single product class,Available,,https://www.chiq.com.au/,229.0,-,73.9,-,73.9,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1098
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,CHiQ,8,-,-,-,308,-,-,-,-,-,No,-,Cold,-,China,No,-,847.0,-,Drum,-,487.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,Front Load Drum-type Washing Machine,Front Load Drum-type Washing Machine,AS/NZS 2040.1:2005/Amdt 3:2010,4.0061989552309605,-,4.0,-,0.0,-,0.35,-,"Cotton, 40°C, 1400rpm",-,"Australia,Fiji,New Zealand",0.34,-,138841,Approved,228.6,-,0.0,-,Drum,-,0.5819,-,600.0,-,2026-06-08,,Single product class,Available,,https://www.chiq.com.au/,229.0,-,73.9,-,73.9,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1098
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ELECTROLUX,10,-,-,-,218,-,-,-,-,-,No,-,Cold,-,Thailand,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EWF1042R7WB,,AS/NZS 2040.1:2005/Amdt 3:2010,5.1865235644585,-,5.0,-,0.0,-,1.803,-,"Energy Saver 40degC, 1400rpm",-,"Australia,Fiji,New Zealand",0.397,-,138963,Approved,301.9,-,0.0,-,Drum,-,0.542,-,-,-,2026-06-16,,Single product class,Available,,http://www.electrolux.com.au,302.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1106
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ELECTROLUX,9,-,-,-,188,-,-,-,-,-,No,-,Cold,-,Thailand,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EWF9042R7WB,,AS/NZS 2040.1:2005/Amdt 3:2010,5.167763613979465,-,5.0,-,0.0,-,1.502,-,"Energy Saver 40degC, 1400rpm",-,"Australia,Fiji,New Zealand",0.348,-,138965,Approved,289.7,-,0.0,-,Drum,-,0.576,-,-,-,2026-06-16,,Single product class,Available,,http://www.electrolux.com.au,290.0,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1105
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ELECTROLUX,9,-,-,-,320,-,-,-,-,-,No,-,Cold,-,Thailand,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EWF9024Q5WB,,AS/NZS 2040.1:2005/Amdt 3:2010,4.257762330976622,-,4.0,-,0.0,-,1.4,-,"Energy Saver 40degC, 1200rpm",-,"Australia,Fiji,New Zealand",0.353,-,139022,Approved,227.2,-,0.0,-,Drum,-,0.538,-,-,-,2026-06-10,,Single product class,Available,,http://www.electrolux.com.au,227.0,-,82.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1100
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ELECTROLUX,8,-,-,-,311,-,-,-,-,-,Yes,-,Cold,-,Thailand,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EWW8024Q5WB,,AS/NZS 2040.1:2005/Amdt 3:2010,4.069171386043455,-,4.0,-,0.0,-,1.595,-,"Energy Saver 40degC, 1200rpm",-,"Australia,Fiji,New Zealand",0.333,-,139079,Approved,285.2,-,0.0,-,Drum,-,0.537,-,-,-,2026-06-11,,Single product class,Available,,http://www.electrolux.com.au,285.0,-,79.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1102
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ELECTROLUX,10,-,-,-,227,-,-,-,-,-,Yes,-,Cold,-,Thailand,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EWW1042R7WB,,AS/NZS 2040.1:2005/Amdt 3:2010,5.123938878313489,-,5.0,-,0.0,-,1.88,-,"Energy Saver 40degC, 1400rpm",-,"Australia,Fiji,New Zealand",0.48,-,139235,Approved,311.0,-,0.0,-,Drum,-,0.539,-,-,-,2026-06-28,,Single product class,Available,,http://www.electrolux.com.au,311.0,-,83.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1107
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,STIRLING,10,-,-,-,366,-,-,-,-,-,No,-,Cold,-,Antarctica,Yes,-,-,-,Drum,-,-,-,-,-,Yes on both the warm and cold wash programs,-,Front,-,-,-,STR-FLW10W,,AS/NZS 2040.1:2005/Amdt 3:2010,4.071604616120105,-,4.0,-,0.000164,-,0.89,-,Standard cotton &Temp.60°C & Spin speed 1400.,-,"Australia,New Zealand",-,-,139418,Approved,224.34,-,0.0,-,Drum,-,0.603,-,-,-,2026-06-30,,Single product class,Available,,,224.34,-,101.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1109
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,7,-,67,-,565,-,"Regular, Auto, Cold, Eco Rinse",-,-,-,No,-,Dual,-,Thailand,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Agitator,-,WA7060G2,,AS/NZS 2040.1:2005/Amdt 3:2010,2.2487804384140286,-,2.0,-,0.0003,-,1.1,-,"Regular, Auto, Warm/Cold, Eco Rinse",-,"Australia,Fiji,New Zealand",-,-,139744,Approved,47.0,-,0.0,-,Non-Drum,-,0.6,-,-,-,2026-07-13,,Single product class,Available,,,47.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1110
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,FISHER & PAYKEL,7.5,-,80,-,289,-,"Regular, Auto, Cold, Eco-Active™, Eco Rinse",-,-,-,No,-,Dual,-,Thailand,Yes,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Agitator,-,WA7560E1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.012120500000812,-,4.0,-,0.0003,-,1.1,-,"Regular, Auto, Warm/Cold, Eco-Active™, Eco Rinse",-,"Australia,Fiji,New Zealand",-,-,139745,Approved,60.0,-,0.0,-,Non-Drum,-,0.58,-,-,-,2026-07-13,,Single product class,Available,,,60.0,-,92.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1111
EE Amendment Regulations 2025 Schedule 2C,FISHER & PAYKEL,7,-,68,-,580,-,"Regular, High, Cold, Eco Rinse",-,-,-,No,-,Dual,-,Thailand,No,-,-,-,Non Drum,-,-,-,-,-,No,-,Top,-,Agitator,-,WA7060M2,,AS/NZS 2040.1:2005/Amdt 3:2010,2.179955066333388,-,2.0,-,0.0003,-,1.1,-,"Regular, High, Warm, Eco Rinse",-,"Australia,Fiji,New Zealand",-,-,140004,Approved,46.0,-,0.0,-,Non-Drum,-,0.61,-,-,-,2121-07-20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,46.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0161
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,AEG,9,-,-,-,382,-,-,-,-,-,Yes,-,Cold,-,Italy,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,LWX9A9613C,,AS/NZS 2040.1:2005/Amdt 3:2010,4.00095962150595,-,4.0,-,0.0,-,2.874,-,"Cottons Eco 40 deg C, 1600 rpm",-,"Australia,New Zealand",0.376,-,140053,Approved,223.9,-,0.0,-,Drum,-,0.468,-,-,-,2026-07-12,,Single product class,Available,,http://www.aeg.com,224.0,-,88.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1112
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIELE,8,-,-,-,245,-,-,-,-,-,No,-,Cold,-,"Czechia,Germany",Yes,-,636.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WWH860,,AS/NZS 2040.1:2005/Amdt 3:2010,4.6535907360421565,-,4.5,-,0.001,-,0.4,-,ECO 40-60,-,"Australia,New Zealand",0.4,-,140090,Approved,266.0,-,0.0,-,Drum,-,0.5,-,593.0,-,2026-07-21,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,266.0,-,67.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1115
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Haier,7,-,136,-,459,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,HWT70AW1,,AS/NZS 2040.1:2005/Amdt 3:2010,2.645369946694466,-,2.5,-,1e-05,-,0.03,-,"Normal, 9 min Spin, Water Level Max, Warm",-,"Australia,Fiji,New Zealand",0.03,-,140138,Approved,135.47,-,0.0,-,Non-Drum,-,0.70092,-,-,-,2026-08-12,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,135.47,-,82.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1114
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Finch Australia,3,-,83,-,224,-,"Energy Cotton 20℃, 700rpm",-,32.7,-,No,-,Cold,-,China,Yes,-,-,-,Drum,-,-,-,1.0,-,Yes on the warm wash program only,-,Front,-,-,-,FAW-703,,AS/NZS 2040.1:2005/Amdt 3:2010,2.229932678580596,-,2.0,-,0.003,-,7.087,-,"Energy Cotton 40℃, 700rpm",-,"Australia,Fiji,New Zealand",1.24,-,140155,Approved,352.0,-,33.7,-,Drum,-,0.8007,-,-,-,2026-10-28,,Single product class,Available,,,352.0,-,33.7,-,32.7,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1147
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Anko,6,-,-,0,445,0,-,-,-,0.0,No,-,Cold,-,China,Yes,-,400.0,0.0,Drum,-,850.0,0.0,-,0.0,Yes on the warm wash program only,-,Front,-,-,-,AFLW60G,,AS/NZS 2040.1:2005/Amdt 3:2010,2.50758518288675,0.0,2.5,0.0,0.0,0.0,0.9,0.0,"Cotton Eco, 1200 rpm",-,"Australia,Fiji,New Zealand",0.9,0.0,140311,Approved,366.6,0.0,0.0,0.0,Drum,-,0.5636,0.0,595.0,0.0,2026-08-02,,Single product class,Available,,,366.6,0.0,61.0,0.0,55.9,0.0,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1118
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Anko,7.5,-,-,0,556,0,-,-,-,0.0,No,-,Cold,-,China,Yes,-,565.0,0.0,Drum,-,850.0,0.0,-,0.0,Yes on the warm wash program only,-,Front,-,-,-,AFLW75G,,AS/NZS 2040.1:2005/Amdt 3:2010,2.51058323260792,0.0,2.5,0.0,0.0,0.0,1.17,0.0,Cotton Eco,-,"Australia,Fiji,New Zealand",0.36,0.0,140316,Approved,352.2,0.0,0.0,0.0,Drum,-,0.5633,0.0,595.0,0.0,2026-07-26,,Single product class,Available,,,352.2,0.0,77.0,0.0,-,0.0,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1116
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Haier,8,-,148,-,551,-,-,-,-,-,No,-,Dual,-,China,Yes,-,-,-,Drum,-,-,-,-,-,No,-,Top,-,Impeller,-,HWT80AW1,,AS/NZS 2040.1:2005/Amdt 3:2010,2.503051894434191,-,2.5,-,1e-05,-,0.03,-,"Normal, 1 Rinse, 9 min Spin, Water Level Max, Warm",-,"Australia,Fiji,New Zealand",0.03,-,140429,Approved,134.25,-,0.0,-,Non-Drum,-,0.72417,-,-,-,2026-08-15,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,134.25,-,90.7,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1117
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Anko,8,-,-,-,600,-,-,-,-,-,No,-,Dual,-,China,Yes,-,596.0,-,Non Drum,-,965.0,-,-,-,No,-,Top,-,Impeller,-,ATLW80G,,AS/NZS 2040.1:2005/Amdt 3:2010,2.284549012882369,-,2.0,-,0.0,-,0.6,-,"Normal,  water level 7, 1 time Rinse, warm Temp",-,"Australia,Fiji,New Zealand",0.6,-,140557,Approved,104.0,-,0.0,-,Non-Drum,-,0.7395,-,580.0,-,2026-11-02,,Single product class,Available,,,104.0,-,104.3,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1149
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Hafele,7.5,-,-,-,556,-,-,-,-,-,No,-,Cold,-,China,Yes,-,565.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,HZFLW75,,AS/NZS 2040.1:2005/Amdt 3:2010,2.5105832326079187,-,2.5,-,0.0,-,1.17,-,Cotton Eco,-,"Australia,Fiji,New Zealand",0.36,-,140683,Approved,352.2,-,0.0,-,Drum,-,0.5633,-,595.0,-,2026-08-10,,Single product class,Available,,,352.2,-,77.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1119
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Esatto,6,-,-,-,445,-,-,-,-,-,No,-,Cold,-,China,Yes,-,400.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EFLW600,,AS/NZS 2040.1:2005/Amdt 3:2010,2.5075851828867517,-,2.5,-,0.0,-,0.9,-,"Cotton Eco, 1200 rpm",-,"Australia,Fiji,New Zealand",0.9,-,140707,Approved,366.6,-,0.0,-,Drum,-,0.5636,-,595.0,-,2026-11-08,,Single product class,Available,,,366.6,-,61.0,-,55.9,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1151
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Esatto,5,-,-,-,368,-,-,-,-,-,No,-,Cold,-,China,Yes,-,400.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,EFLW500,,AS/NZS 2040.1:2005/Amdt 3:2010,2.501022101904465,-,2.5,-,0.0,-,0.96,-,Cotton Eco,-,"Australia,Fiji,New Zealand",0.34,-,140709,Approved,396.0,-,0.0,-,Drum,-,0.5861,-,595.0,-,2026-08-10,,Single product class,Available,,,396.0,-,51.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW1120
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,HISENSE,8,-,-,-,262,-,-,-,-,-,No,-,Cold,-,Slovenia,Yes,-,625.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,HWGA8014,,AS/NZS 2040.1:2005/Amdt 3:2010,4.512358522790489,-,4.5,-,8e-05,-,2.14,-,"Cotton Colour 40°C, 1400 rpm",-,"Australia,New Zealand",0.31,-,140816,Approved,225.0,-,0.0,-,Drum,-,0.4986,-,600.0,-,2026-08-20,,Single product class,Available,,,225.0,-,59.0,-,0.0,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1124
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,STIRLING,10,-,-,-,361,-,-,-,-,-,Yes,-,Cold,-,China,Yes,-,-,-,Drum,-,-,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,STR-WD106W,,AS/NZS 2040.1:2005/Amdt 3:2010,4.0784041179618455,-,4.0,-,0.131,-,0.629,-,Standard Cotton 60℃ Spin Speed 1400,-,"Australia,New Zealand",0.629,-,140824,Approved,236.68,-,0.0,-,Drum,-,61.42,-,-,-,2026-08-12,,Single product class,Available,,,197.0,-,101.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1121
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,HISENSE,9,-,-,-,207,-,-,-,-,-,No,-,Cold,-,Slovenia,Yes,-,610.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,HWGA9014,,AS/NZS 2040.1:2005/Amdt 3:2010,5.069561872254404,-,5.0,-,8e-05,-,2.09,-,"Cotton colour 40C, 1400 rpm",-,"Australia,New Zealand",0.31,-,140832,Approved,233.0,-,0.0,-,Drum,-,0.55,-,600.0,-,2026-09-13,,Single product class,Available,,,233.0,-,75.9,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1131
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Robinhood,7,-,-,-,490,-,-,-,-,-,No,-,Dual,-,China,Yes,-,565.0,-,Non Drum,-,935.0,-,-,-,No,-,Top,-,Impeller,-,RHTL7W,,AS/NZS 2040.1:2005/Amdt 3:2010,2.4589203322698134,-,2.0,-,0.0,-,0.6,-,"normal program, temperature warm",-,"Australia,New Zealand",0.6,-,140912,Approved,102.0,-,0.0,-,Non-Drum,-,0.7295,-,550.0,-,2026-08-18,,Single product class,Available,,http://www.robinhood.com.au/,102.0,-,92.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1122
